ORDER NUMBER,QUANTITY ORDERED,PRICE EACH,SALES,ORDER LINE NUMBER,ORDER DATE,STATUS,QTR_ID,MONTH_ID,YEAR_ID,MONTH-YEAR,PRODUCT LINE,MSRP,PRODUCT CODE,CUSTOMER NAME,PHONE,ADDRESS LINE1,ADDRESS LINE2,CITY,STATE,POSTALCODE,COUNTRY,TERRITORY,CONTACT LAST NAME,CONTACT FIRST NAME,DEALSIZE
10155,32,$100.00,"$3,200.00",13,10-06-2003,Shipped,4,10,2003,2003-10,Classic Cars,136,S10_4757,"Toys of Finland, Co.",90-224 8555,Keskuskatu 45,,Helsinki,,21240,Finland,EMEA,Karttunen,Matti,Medium
10167,44,$100.00,"$4,400.00",9,10/23/2003,Cancelled,4,10,2003,2003-10,Classic Cars,136,S10_4757,Scandinavian Gift Ideas,0695-34 6555,?kergatan 24,,Boras,,S-844 67,Sweden,EMEA,Larsson,Maria,Medium
10178,24,$100.00,"$2,400.00",12,11-08-2003,Shipped,4,11,2003,2003-11,Classic Cars,136,S10_4757,Alpha Cognac,61776555,1 rue Alsace-Lorraine,,Toulouse,,31000,France,EMEA,Roulet,Annette,Medium
10186,26,$100.00,"$2,600.00",9,11/14/2003,Shipped,4,11,2003,2003-11,Classic Cars,136,S10_4757,"Double Decker Gift Stores, Ltd",(171) 555-7555,120 Hanover Sq.,,London,,WA1 1DP,UK,EMEA,Hardy,Thomas,Medium
10197,45,$100.00,"$4,500.00",6,11/26/2003,Shipped,4,11,2003,2003-11,Classic Cars,136,S10_4757,Enaco Distributors,(93) 203 4555,"Rambla de Catalu?, 23",,Barcelona,,8022,Spain,EMEA,Saavedra,Eduardo,Medium
10209,39,$100.00,"$3,900.00",8,01-09-2004,Shipped,1,1,2004,2004-01,Classic Cars,136,S10_4757,"Men 'R' US Retailers, Ltd.",2155554369,6047 Douglas Av.,,Los Angeles,CA,,USA,NA,Chandler,Michael,Medium
10222,49,$100.00,"$4,900.00",12,2/19/2004,Shipped,1,2,2004,2004-02,Classic Cars,136,S10_4757,Collectable Mini Designs Co.,7605558146,361 Furth Circle,,San Diego,CA,91217,USA,NA,Thompson,Valarie,Medium
10248,20,$100.00,"$2,000.00",3,05-07-2004,Cancelled,2,5,2004,2004-05,Classic Cars,136,S10_4757,Land of Toys Inc.,2125557818,897 Long Airport Avenue,,NYC,NY,10022,USA,NA,Yu,Kwai,Small
10261,27,$100.00,"$2,700.00",1,6/17/2004,Shipped,2,6,2004,2004-06,Classic Cars,136,S10_4757,Quebec Home Shopping Network,(514) 555-8054,43 rue St. Laurent,,Montreal,Quebec,H1J 1C3,Canada,NA,Fresnisre,Jean,Medium
10273,30,$100.00,"$3,000.00",4,7/21/2004,Shipped,3,7,2004,2004-07,Classic Cars,136,S10_4757,Petit Auto,(02) 5554 67,Rue Joseph-Bens 532,,Bruxelles,,B-1180,Belgium,EMEA,Dewey,Catherine,Medium
10283,25,$100.00,"$2,500.00",6,8/20/2004,Shipped,3,8,2004,2004-08,Classic Cars,136,S10_4757,"Royal Canadian Collectables, Ltd.",(604) 555-4555,23 Tsawassen Blvd.,,Tsawassen,BC,T2F 8M4,Canada,NA,Lincoln,Elizabeth,Small
10295,24,$100.00,"$2,400.00",1,09-10-2004,Shipped,3,9,2004,2004-09,Classic Cars,136,S10_4757,Gifts4AllAges.com,6175559555,8616 Spinnaker Dr.,,Boston,MA,51003,USA,NA,Yoshido,Juri,Medium
10307,22,$100.00,"$2,200.00",9,10/14/2004,Shipped,4,10,2004,2004-10,Classic Cars,136,S10_4757,"Classic Gift Ideas, Inc",2155554695,782 First Street,,Philadelphia,PA,71270,USA,NA,Cervantes,Francisca,Small
10316,33,$100.00,"$3,300.00",17,11-01-2004,Shipped,4,11,2004,2004-11,Classic Cars,136,S10_4757,giftsbymail.co.uk,(198) 555-8888,Garden House Crowther Way,,Cowes,Isle of Wight,PO31 7PJ,UK,EMEA,Bennett,Helen,Medium
10325,47,$64.93,"$3,051.71",6,11-05-2004,Shipped,4,11,2004,2004-11,Classic Cars,136,S10_4757,Baane Mini Imports,07-98 9555,Erling Skakkes gate 78,,Stavern,,4110,Norway,EMEA,Bergulfsen,Jonas,Medium
10337,25,$48.05,"$1,201.25",8,11/21/2004,Shipped,4,11,2004,2004-11,Classic Cars,136,S10_4757,Classic Legends Inc.,2125558493,5905 Pompton St.,Suite 750,NYC,NY,10022,USA,NA,Hernandez,Maria,Small
10350,26,$75.47,"$1,962.22",5,12-02-2004,Shipped,4,12,2004,2004-12,Classic Cars,136,S10_4757,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA,Freyre,Diego,Small
10359,48,$54.68,"$2,624.64",6,12/15/2004,Shipped,4,12,2004,2004-12,Classic Cars,136,S10_4757,Reims Collectables,26471555,59 rue de l'Abbaye,,Reims,,51100,France,EMEA,Henriot,Paul,Small
10373,39,$100.00,"$3,900.00",3,1/31/2005,Shipped,1,1,2005,2005-01,Classic Cars,136,S10_4757,"Oulu Toy Supplies, Inc.",981-443655,Torikatu 38,,Oulu,,90110,Finland,EMEA,Koskitalo,Pirkko,Medium
10384,34,$100.00,"$3,400.00",4,2/23/2005,Shipped,1,2,2005,2005-02,Classic Cars,136,S10_4757,Corporate Gift Ideas Co.,6505551386,7734 Strong St.,,San Francisco,CA,,USA,NA,Brown,Julie,Medium
10395,32,$100.00,"$3,200.00",2,3/17/2005,Shipped,1,3,2005,2005-03,Classic Cars,136,S10_4757,Lyon Souveniers,+33 1 46 62 7555,27 rue du Colonel Pierre Avia,,Paris,,75508,France,EMEA,Da Cunha,Daniel,Medium
10400,64,$100.00,"$6,400.00",9,04-01-2005,Shipped,2,4,2005,2005-04,Classic Cars,136,S10_4757,The Sharp Gifts Warehouse,4085553659,3086 Ingle Ln.,,San Jose,CA,94217,USA,NA,Frick,Sue,Large
10414,19,$100.00,"$1,900.00",3,05-06-2005,On Hold,2,5,2005,2005-05,Classic Cars,136,S10_4757,Gifts4AllAges.com,6175559555,8616 Spinnaker Dr.,,Boston,MA,51003,USA,NA,Yoshido,Juri,Small
10103,42,$100.00,"$4,200.00",4,1/29/2003,Shipped,1,1,2003,2003-01,Classic Cars,147,S10_4962,Baane Mini Imports,07-98 9555,Erling Skakkes gate 78,,Stavern,,4110,Norway,EMEA,Bergulfsen,Jonas,Medium
10114,31,$100.00,"$3,100.00",8,04-01-2003,Shipped,2,4,2003,2003-04,Classic Cars,147,S10_4962,"La Corne D'abondance, Co.",(1) 42342555,"265, boulevard Charonne",,Paris,,75012,France,EMEA,Bertrand,Marie,Medium
10126,22,$100.00,"$2,200.00",4,5/28/2003,Shipped,2,5,2003,2003-05,Classic Cars,147,S10_4962,"Corrida Auto Replicas, Ltd",(91) 555 22 82,"C/ Araquil, 67",,Madrid,,28023,Spain,EMEA,Sommer,Mart?,Medium
10140,26,$100.00,"$2,600.00",4,7/24/2003,Shipped,3,7,2003,2003-07,Classic Cars,147,S10_4962,Technics Stores Inc.,6505556809,9408 Furth Circle,,Burlingame,CA,94217,USA,NA,Hirano,Juri,Medium
10150,20,$100.00,"$2,000.00",1,9/19/2003,Shipped,3,9,2003,2003-09,Classic Cars,147,S10_4962,"Dragon Souveniers, Ltd.",+65 221 7555,"Bronz Sok., Bronz Apt. 3/6 Tesvikiye",,Singapore,,79903,Singapore,Japan,Natividad,Eric,Medium
10164,21,$100.00,"$2,100.00",2,10/21/2003,Resolved,4,10,2003,2003-10,Classic Cars,147,S10_4962,Mini Auto Werke,7675-3555,Kirchgasse 6,,Graz,,8010,Austria,EMEA,Mendel,Roland,Medium
10175,33,$100.00,"$3,300.00",9,11-06-2003,Shipped,4,11,2003,2003-11,Classic Cars,147,S10_4962,"Stylish Desk Decors, Co.",(171) 555-0297,35 King George,,London,,WX3 6FW,UK,EMEA,Brown,Ann,Medium
10183,28,$100.00,"$2,800.00",1,11/13/2003,Shipped,4,11,2003,2003-11,Classic Cars,147,S10_4962,"Classic Gift Ideas, Inc",2155554695,782 First Street,,Philadelphia,PA,71270,USA,NA,Cervantes,Francisca,Medium
10194,26,$100.00,"$2,600.00",4,11/25/2003,Shipped,4,11,2003,2003-11,Classic Cars,147,S10_4962,"Saveley & Henriot, Co.",78325555,"2, rue du Commerce",,Lyon,,69004,France,EMEA,Saveley,Mary,Medium
10207,31,$100.00,"$3,100.00",15,12-09-2003,Shipped,4,12,2003,2003-12,Classic Cars,147,S10_4962,Diecast Collectables,6175552555,6251 Ingle Ln.,,Boston,MA,51003,USA,NA,Franco,Valarie,Medium
10217,48,$100.00,"$4,800.00",4,02-04-2004,Shipped,1,2,2004,2004-02,Classic Cars,147,S10_4962,Handji Gifts& Co,+65 224 1555,Village Close - 106 Linden Road Sandown,2nd Floor,Singapore,,69045,Singapore,APAC,Victorino,Wendy,Large
10229,50,$100.00,"$5,000.00",9,03-11-2004,Shipped,1,3,2004,2004-03,Classic Cars,147,S10_4962,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,,San Rafael,CA,97562,USA,NA,Nelson,Valarie,Medium
10245,28,$100.00,"$2,800.00",2,05-04-2004,Shipped,2,5,2004,2004-05,Classic Cars,147,S10_4962,Super Scale Inc.,2035559545,567 North Pendale Street,,New Haven,CT,97823,USA,NA,Murphy,Leslie,Medium
10259,26,$100.00,"$2,600.00",12,6/15/2004,Shipped,2,6,2004,2004-06,Classic Cars,147,S10_4962,Handji Gifts& Co,+65 224 1555,Village Close - 106 Linden Road Sandown,2nd Floor,Singapore,,69045,Singapore,APAC,Victorino,Wendy,Medium
10270,32,$100.00,"$3,200.00",2,7/19/2004,Shipped,3,7,2004,2004-07,Classic Cars,147,S10_4962,Souveniers And Things Co.,+61 2 9495 8555,"Monitor Money Building, 815 Pacific Hwy",Level 6,Chatswood,NSW,2067,Australia,APAC,Huxley,Adrian,Medium
10281,44,$100.00,"$4,400.00",9,8/19/2004,Shipped,3,8,2004,2004-08,Classic Cars,147,S10_4962,Diecast Classics Inc.,2155551555,7586 Pompton St.,,Allentown,PA,70267,USA,NA,Yu,Kyung,Large
10291,30,$100.00,"$3,000.00",4,09-08-2004,Shipped,3,9,2004,2004-09,Classic Cars,147,S10_4962,Scandinavian Gift Ideas,0695-34 6555,?kergatan 24,,Boras,,S-844 67,Sweden,EMEA,Larsson,Maria,Medium
10305,38,$100.00,"$3,800.00",13,10/13/2004,Shipped,4,10,2004,2004-10,Classic Cars,147,S10_4962,Marta's Replicas Co.,6175558555,39323 Spinnaker Dr.,,Cambridge,MA,51247,USA,NA,Hernandez,Marta,Medium
10313,40,$100.00,"$4,000.00",7,10/22/2004,Shipped,4,10,2004,2004-10,Classic Cars,147,S10_4962,Canadian Gift Exchange Network,(604) 555-3392,1900 Oak St.,,Vancouver,BC,V3F 2K1,Canada,NA,Tannamuri,Yoshi,Medium
10322,46,$61.99,"$2,851.54",8,11-04-2004,Shipped,4,11,2004,2004-11,Classic Cars,147,S10_4962,Online Diecast Creations Co.,6035558647,2304 Long Airport Avenue,,Nashua,NH,62005,USA,NA,Young,Valarie,Small
10334,26,$100.00,"$2,600.00",2,11/19/2004,On Hold,4,11,2004,2004-11,Classic Cars,147,S10_4962,"Volvo Model Replicas, Co",0921-12 3555,Berguvsv?gen  8,,Lule,,S-958 22,Sweden,EMEA,Berglund,Christina,Medium
10347,27,$100.00,"$2,700.00",2,11/29/2004,Shipped,4,11,2004,2004-11,Classic Cars,147,S10_4962,"Australian Collectors, Co.",03 9520 4555,636 St Kilda Road,Level 3,Melbourne,Victoria,3004,Australia,APAC,Ferguson,Peter,Medium
10357,43,$100.00,"$4,300.00",9,12-10-2004,Shipped,4,12,2004,2004-12,Classic Cars,147,S10_4962,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,,San Rafael,CA,97562,USA,NA,Nelson,Valarie,Medium
10370,35,$65.63,"$2,297.05",4,1/20/2005,Shipped,1,1,2005,2005-01,Classic Cars,147,S10_4962,"Anna's Decorations, Ltd",02 9936 8555,201 Miller Street,Level 15,North Sydney,NSW,2060,Australia,APAC,O'Hara,Anna,Small
10381,37,$100.00,"$3,700.00",6,2/17/2005,Shipped,1,2,2005,2005-02,Classic Cars,147,S10_4962,Corporate Gift Ideas Co.,6505551386,7734 Strong St.,,San Francisco,CA,,USA,NA,Brown,Julie,Medium
10391,37,$46.90,"$1,735.30",7,03-09-2005,Shipped,1,3,2005,2005-03,Classic Cars,147,S10_4962,"Anna's Decorations, Ltd",02 9936 8555,201 Miller Street,Level 15,North Sydney,NSW,2060,Australia,APAC,O'Hara,Anna,Small
10411,27,$100.00,"$2,700.00",2,05-01-2005,Shipped,2,5,2005,2005-05,Classic Cars,147,S10_4962,Quebec Home Shopping Network,(514) 555-8054,43 rue St. Laurent,,Montreal,Quebec,H1J 1C3,Canada,NA,Fresnisre,Jean,Medium
10425,38,$100.00,"$3,800.00",12,5/31/2005,In Process,2,5,2005,2005-05,Classic Cars,147,S10_4962,La Rochelle Gifts,40678555,"67, rue des Cinquante Otages",,Nantes,,44000,France,EMEA,Labrune,Janine,Medium
10108,33,$100.00,"$3,300.00",6,03-03-2003,Shipped,1,3,2003,2003-03,Classic Cars,194,S12_1099,Cruz & Sons Co.,+63 2 555 3587,15 McCallum Street - NatWest Center #13-03,,Makati City,,1227 MM,Philippines,Japan,Cruz,Arnold,Medium
10122,42,$100.00,"$4,200.00",10,05-08-2003,Shipped,2,5,2003,2003-05,Classic Cars,194,S12_1099,Marseille Mini Autos,91244555,"12, rue des Bouchers",,Marseille,,13008,France,EMEA,Lebihan,Laurence,Large
10135,42,$100.00,"$4,200.00",7,07-02-2003,Shipped,3,7,2003,2003-07,Classic Cars,194,S12_1099,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,,San Rafael,CA,97562,USA,NA,Nelson,Valarie,Large
10147,48,$100.00,"$4,800.00",7,09-05-2003,Shipped,3,9,2003,2003-09,Classic Cars,194,S12_1099,Collectables For Less Inc.,6175558555,7825 Douglas Av.,,Brickhaven,MA,58339,USA,NA,Nelson,Allen,Large
10159,41,$100.00,"$4,100.00",2,10-10-2003,Shipped,4,10,2003,2003-10,Classic Cars,194,S12_1099,Corporate Gift Ideas Co.,6505551386,7734 Strong St.,,San Francisco,CA,,USA,NA,Brown,Julie,Large
10169,30,$100.00,"$3,000.00",2,11-04-2003,Shipped,4,11,2003,2003-11,Classic Cars,194,S12_1099,"Anna's Decorations, Ltd",02 9936 8555,201 Miller Street,Level 15,North Sydney,NSW,2060,Australia,APAC,O'Hara,Anna,Medium
10181,27,$100.00,"$2,700.00",14,11-12-2003,Shipped,4,11,2003,2003-11,Classic Cars,194,S12_1099,Herkku Gifts,+47 2267 3215,"Drammen 121, PR 744 Sentrum",,Bergen,,N 5804,Norway,EMEA,Oeztan,Veysel,Medium
10191,21,$100.00,"$2,100.00",3,11/20/2003,Shipped,4,11,2003,2003-11,Classic Cars,194,S12_1099,"Toms Spezialitten, Ltd",0221-5554327,Mehrheimerstr. 369,,Koln,,50739,Germany,EMEA,Pfalzheim,Henriette,Medium
10203,20,$100.00,"$2,000.00",8,12-02-2003,Shipped,4,12,2003,2003-12,Classic Cars,194,S12_1099,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA,Freyre,Diego,Medium
10211,41,$100.00,"$4,100.00",2,1/15/2004,Shipped,1,1,2004,2004-01,Classic Cars,194,S12_1099,Auto Canal Petit,(1) 47556555,"25, rue Lauriston",,Paris,,75016,France,EMEA,Perrier,Dominique,Large
10225,27,$100.00,"$2,700.00",9,2/22/2004,Shipped,1,2,2004,2004-02,Classic Cars,194,S12_1099,"Vida Sport, Ltd",0897-034555,Grenzacherweg 237,,Gensve,,1203,Switzerland,EMEA,Holz,Michael,Medium
10238,28,$100.00,"$2,800.00",3,04-09-2004,Shipped,2,4,2004,2004-04,Classic Cars,194,S12_1099,Danish Wholesale Imports,31 12 3555,Vinb'ltet 34,,Kobenhavn,,1734,Denmark,EMEA,Petersen,Jytte,Medium
10253,24,$100.00,"$2,400.00",13,06-01-2004,Cancelled,2,6,2004,2004-06,Classic Cars,194,S12_1099,"UK Collectables, Ltd.",(171) 555-2282,Berkeley Gardens 12  Brewery,,Liverpool,,WX1 6LT,UK,EMEA,Devon,Elizabeth,Medium
10266,44,$100.00,"$4,400.00",14,07-06-2004,Shipped,3,7,2004,2004-07,Classic Cars,194,S12_1099,L'ordine Souveniers,0522-556555,Strada Provinciale 124,,Reggio Emilia,,42100,Italy,EMEA,Moroni,Maurizio,Large
10276,50,$100.00,"$5,000.00",3,08-02-2004,Shipped,3,8,2004,2004-08,Classic Cars,194,S12_1099,Online Mini Collectables,6175557555,7635 Spinnaker Dr.,,Brickhaven,MA,58339,USA,NA,Barajas,Miguel,Large
10287,21,$100.00,"$2,100.00",12,8/30/2004,Shipped,3,8,2004,2004-08,Classic Cars,194,S12_1099,"Vida Sport, Ltd",0897-034555,Grenzacherweg 237,,Gensve,,1203,Switzerland,EMEA,Holz,Michael,Medium
10300,33,$100.00,"$3,300.00",5,10-04-2003,Shipped,4,10,2003,2003-10,Classic Cars,194,S12_1099,"Blauer See Auto, Co.",+49 69 66 90 2555,Lyonerstr. 34,,Frankfurt,,60528,Germany,EMEA,Keitel,Roland,Medium
10310,33,$100.00,"$3,300.00",10,10/16/2004,Shipped,4,10,2004,2004-10,Classic Cars,194,S12_1099,"Toms Spezialitten, Ltd",0221-5554327,Mehrheimerstr. 369,,Koln,,50739,Germany,EMEA,Pfalzheim,Henriette,Medium
10320,31,$100.00,"$3,100.00",3,11-03-2004,Shipped,4,11,2004,2004-11,Classic Cars,194,S12_1099,"Volvo Model Replicas, Co",0921-12 3555,Berguvsv?gen  8,,Lule,,S-958 22,Sweden,EMEA,Berglund,Christina,Medium
10329,41,$71.47,"$2,930.27",5,11/15/2004,Shipped,4,11,2004,2004-11,Classic Cars,194,S12_1099,Land of Toys Inc.,2125557818,897 Long Airport Avenue,,NYC,NY,10022,USA,NA,Yu,Kwai,Small
10341,45,$79.65,"$3,584.25",2,11/24/2004,Shipped,4,11,2004,2004-11,Classic Cars,194,S12_1099,Salzburg Collectables,6562-9555,Geislweg 14,,Salzburg,,5020,Austria,EMEA,Pipps,Georg,Medium
10363,33,$85.39,"$2,817.87",3,01-06-2005,Shipped,1,1,2005,2005-01,Classic Cars,194,S12_1099,Suominen Souveniers,+358 9 8045 555,"Software Engineering Center, SEC Oy",,Espoo,,FIN-02271,Finland,EMEA,Suominen,Kalle,Small
10375,45,$76.00,"$3,420.00",7,02-03-2005,Shipped,1,2,2005,2005-02,Classic Cars,194,S12_1099,La Rochelle Gifts,40678555,"67, rue des Cinquante Otages",,Nantes,,44000,France,EMEA,Labrune,Janine,Medium
10389,26,$99.04,"$2,575.04",4,03-03-2005,Shipped,1,3,2005,2005-03,Classic Cars,194,S12_1099,Scandinavian Gift Ideas,0695-34 6555,?kergatan 24,,Boras,,S-844 67,Sweden,EMEA,Larsson,Maria,Small
10419,12,$100.00,"$1,200.00",13,5/17/2005,Shipped,2,5,2005,2005-05,Classic Cars,194,S12_1099,Salzburg Collectables,6562-9555,Geislweg 14,,Salzburg,,5020,Austria,EMEA,Pipps,Georg,Small
10105,41,$100.00,"$4,100.00",15,02-11-2003,Shipped,1,2,2003,2003-02,Classic Cars,207,S12_1108,Danish Wholesale Imports,31 12 3555,Vinb'ltet 34,,Kobenhavn,,1734,Denmark,EMEA,Petersen,Jytte,Large
10117,33,$100.00,"$3,300.00",9,4/16/2003,Shipped,2,4,2003,2003-04,Classic Cars,207,S12_1108,"Dragon Souveniers, Ltd.",+65 221 7555,"Bronz Sok., Bronz Apt. 3/6 Tesvikiye",,Singapore,,79903,Singapore,Japan,Natividad,Eric,Medium
10127,46,$100.00,"$4,600.00",2,06-03-2003,Shipped,2,6,2003,2003-06,Classic Cars,207,S12_1108,Muscle Machine Inc,2125557413,4092 Furth Circle,Suite 400,NYC,NY,10022,USA,NA,Young,Jeff,Large
10142,33,$100.00,"$3,300.00",12,08-08-2003,Shipped,3,8,2003,2003-08,Classic Cars,207,S12_1108,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,,San Rafael,CA,97562,USA,NA,Nelson,Valarie,Large
10153,20,$100.00,"$2,000.00",11,9/28/2003,Shipped,3,9,2003,2003-09,Classic Cars,207,S12_1108,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA,Freyre,Diego,Medium
10165,44,$100.00,"$4,400.00",3,10/22/2003,Shipped,4,10,2003,2003-10,Classic Cars,207,S12_1108,"Dragon Souveniers, Ltd.",+65 221 7555,"Bronz Sok., Bronz Apt. 3/6 Tesvikiye",,Singapore,,79903,Singapore,Japan,Natividad,Eric,Large
10176,33,$100.00,"$3,300.00",2,11-06-2003,Shipped,4,11,2003,2003-11,Classic Cars,207,S12_1108,L'ordine Souveniers,0522-556555,Strada Provinciale 124,,Reggio Emilia,,42100,Italy,EMEA,Moroni,Maurizio,Large
10185,21,$100.00,"$2,100.00",13,11/14/2003,Shipped,4,11,2003,2003-11,Classic Cars,207,S12_1108,Mini Creations Ltd.,5085559555,4575 Hillside Dr.,,New Bedford,MA,50553,USA,NA,Tam,Wing C,Medium
10196,47,$100.00,"$4,700.00",5,11/26/2003,Shipped,4,11,2003,2003-11,Classic Cars,207,S12_1108,Super Scale Inc.,2035559545,567 North Pendale Street,,New Haven,CT,97823,USA,NA,Murphy,Leslie,Large
10208,46,$100.00,"$4,600.00",13,01-02-2004,Shipped,1,1,2004,2004-01,Classic Cars,207,S12_1108,"Saveley & Henriot, Co.",78325555,"2, rue du Commerce",,Lyon,,69004,France,EMEA,Saveley,Mary,Large
10220,32,$100.00,"$3,200.00",2,02-12-2004,Shipped,1,2,2004,2004-02,Classic Cars,207,S12_1108,"Clover Collections, Co.",+353 1862 1555,25 Maiden Lane,Floor No. 4,Dublin,,2,Ireland,EMEA,Cassidy,Dean,Large
10231,42,$100.00,"$4,200.00",2,3/19/2004,Shipped,1,3,2004,2004-03,Classic Cars,207,S12_1108,CAF Imports,+34 913 728 555,"Merchants House, 27-30 Merchant's Quay",,Madrid,,28023,Spain,EMEA,Fernandez,Jesus,Large
10247,44,$100.00,"$4,400.00",2,05-05-2004,Shipped,2,5,2004,2004-05,Classic Cars,207,S12_1108,Suominen Souveniers,+358 9 8045 555,"Software Engineering Center, SEC Oy",,Espoo,,FIN-02271,Finland,EMEA,Suominen,Kalle,Large
10272,35,$100.00,"$3,500.00",2,7/20/2004,Shipped,3,7,2004,2004-07,Classic Cars,207,S12_1108,Diecast Classics Inc.,2155551555,7586 Pompton St.,,Allentown,PA,70267,USA,NA,Yu,Kyung,Medium
10282,41,$100.00,"$4,100.00",5,8/20/2004,Shipped,3,8,2004,2004-08,Classic Cars,207,S12_1108,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,,San Rafael,CA,97562,USA,NA,Nelson,Valarie,Large
10293,46,$100.00,"$4,600.00",8,09-09-2004,Shipped,3,9,2004,2004-09,Classic Cars,207,S12_1108,Amica Models & Co.,011-4988555,Via Monte Bianco 34,,Torino,,10100,Italy,EMEA,Accorti,Paolo,Large
10306,31,$100.00,"$3,100.00",13,10/14/2004,Shipped,4,10,2004,2004-10,Classic Cars,207,S12_1108,"AV Stores, Co.",(171) 555-1555,Fauntleroy Circus,,Manchester,,EC2 5NT,UK,EMEA,Ashworth,Victoria,Medium
10314,38,$100.00,"$3,800.00",5,10/22/2004,Shipped,4,10,2004,2004-10,Classic Cars,207,S12_1108,Heintze Collectables,86 21 3555,Smagsloget 45,,Aaarhus,,8200,Denmark,EMEA,Ibsen,Palle,Large
10325,42,$64.00,"$2,688.00",8,11-05-2004,Shipped,4,11,2004,2004-11,Classic Cars,207,S12_1108,Baane Mini Imports,07-98 9555,Erling Skakkes gate 78,,Stavern,,4110,Norway,EMEA,Bergulfsen,Jonas,Small
10336,33,$57.22,"$1,888.26",10,11/20/2004,Shipped,4,11,2004,2004-11,Classic Cars,207,S12_1108,"La Corne D'abondance, Co.",(1) 42342555,"265, boulevard Charonne",,Paris,,75012,France,EMEA,Bertrand,Marie,Small
10348,48,$52.36,"$2,513.28",8,11-01-2004,Shipped,4,11,2004,2004-11,Classic Cars,207,S12_1108,"Corrida Auto Replicas, Ltd",(91) 555 22 82,"C/ Araquil, 67",,Madrid,,28023,Spain,EMEA,Sommer,Mart?,Small
10359,42,$100.00,"$4,200.00",8,12/15/2004,Shipped,4,12,2004,2004-12,Classic Cars,207,S12_1108,Reims Collectables,26471555,59 rue de l'Abbaye,,Reims,,51100,France,EMEA,Henriot,Paul,Medium
10371,32,$100.00,"$3,200.00",6,1/23/2005,Shipped,1,1,2005,2005-01,Classic Cars,207,S12_1108,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,,San Rafael,CA,97562,USA,NA,Nelson,Valarie,Medium
10382,34,$100.00,"$3,400.00",10,2/17/2005,Shipped,1,2,2005,2005-02,Classic Cars,207,S12_1108,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,,San Rafael,CA,97562,USA,NA,Nelson,Valarie,Medium
10395,33,$69.12,"$2,280.96",1,3/17/2005,Shipped,1,3,2005,2005-03,Classic Cars,207,S12_1108,Lyon Souveniers,+33 1 46 62 7555,27 rue du Colonel Pierre Avia,,Paris,,75508,France,EMEA,Da Cunha,Daniel,Small
10413,36,$100.00,"$3,600.00",2,05-05-2005,Shipped,2,5,2005,2005-05,Classic Cars,207,S12_1108,Gift Depot Inc.,2035552570,25593 South Bay Ln.,,Bridgewater,CT,97562,USA,NA,King,Julie,Large
10103,27,$100.00,"$2,700.00",8,1/29/2003,Shipped,1,1,2003,2003-01,Trucks and Buses,136,S12_1666,Baane Mini Imports,07-98 9555,Erling Skakkes gate 78,,Stavern,,4110,Norway,EMEA,Bergulfsen,Jonas,Medium
10113,21,$100.00,"$2,100.00",2,3/26/2003,Shipped,1,3,2003,2003-03,Trucks and Buses,136,S12_1666,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,,San Rafael,CA,97562,USA,NA,Nelson,Valarie,Medium
10126,21,$100.00,"$2,100.00",8,5/28/2003,Shipped,2,5,2003,2003-05,Trucks and Buses,136,S12_1666,"Corrida Auto Replicas, Ltd",(91) 555 22 82,"C/ Araquil, 67",,Madrid,,28023,Spain,EMEA,Sommer,Mart?,Small
10140,38,$100.00,"$3,800.00",8,7/24/2003,Shipped,3,7,2003,2003-07,Trucks and Buses,136,S12_1666,Technics Stores Inc.,6505556809,9408 Furth Circle,,Burlingame,CA,94217,USA,NA,Hirano,Juri,Medium
10150,30,$100.00,"$3,000.00",5,9/19/2003,Shipped,3,9,2003,2003-09,Trucks and Buses,136,S12_1666,"Dragon Souveniers, Ltd.",+65 221 7555,"Bronz Sok., Bronz Apt. 3/6 Tesvikiye",,Singapore,,79903,Singapore,Japan,Natividad,Eric,Medium
10164,49,$100.00,"$4,900.00",6,10/21/2003,Resolved,4,10,2003,2003-10,Trucks and Buses,136,S12_1666,Mini Auto Werke,7675-3555,Kirchgasse 6,,Graz,,8010,Austria,EMEA,Mendel,Roland,Medium
10174,43,$100.00,"$4,300.00",1,11-06-2003,Shipped,4,11,2003,2003-11,Trucks and Buses,136,S12_1666,"Australian Gift Network, Co",61-7-3844-6555,31 Duncan St. West End,,South Brisbane,Queensland,4101,Australia,APAC,Calaghan,Tony,Medium
10183,41,$100.00,"$4,100.00",5,11/13/2003,Shipped,4,11,2003,2003-11,Trucks and Buses,136,S12_1666,"Classic Gift Ideas, Inc",2155554695,782 First Street,,Philadelphia,PA,71270,USA,NA,Cervantes,Francisca,Medium
